,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsu_fac,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu
36,11877.210797458052,9096.58010620127,393.859963052273,1049.6360430835346,2477.4081462711615,24.473127971029857,14.142061955504632,29.903202722646533,473.6337901540491,22.401609864962904,10.388642862187643,317.4358966121663,25.198306783792027,443.19776774157924,0.6647354627607805,44.23841724586183,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9096.58010620127,0.33,0.33,-0.002,478.6535891609056
37,7848.8171910985975,10075.87128731586,291.41442942516454,1145.0256705465777,2064.798012992632,18.007296624427998,18.65089821198234,22.10467191991841,358.5416564723581,12.329934141809312,21.463854583569187,182.93959756790193,45.09246860984845,366.8108623305727,0.1856922066131042,-34.22836299693095,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10075.87128731586,0.33,0.33,-0.002,396.15573131701854
38,17093.06415319044,11085.811231492844,703.8050852465911,881.1564018939097,2720.9214520674527,19.650205069254948,19.938818232756415,22.501082642680593,112.57079485495386,19.560828431426643,14.770695733752238,416.94348528702847,30.413706539602185,339.8371520634973,0.5432177610838211,-19.357664351123535,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11085.811231492844,0.33,0.33,-0.002,367.0241242285771
39,13262.916553638503,6455.100581020625,1163.0896795165331,768.4737428770324,4904.232012794007,19.90493204935405,16.25221797216795,11.669394548017337,321.8374057435259,16.29996179840206,27.347829758942435,214.28862382683045,37.657324692013944,424.7332219306832,0.1725805472013955,-8.100275226746078,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6455.100581020625,0.33,0.33,-0.002,458.7118796851379
40,6294.987447241474,3432.9464108381817,917.4762226236068,381.3164129180327,4423.648244926757,26.67278749829671,29.516872041370647,14.76876512282067,306.33559201755384,19.132843593739345,10.304193843195613,344.66234645458337,48.370666660740895,405.02683989265853,0.6868589120280073,19.3781785892607,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3432.9464108381817,0.33,0.33,-0.002,437.42898708407125
41,6386.078315910849,13888.479466402085,249.90337341830747,626.1543510697805,2732.8977065088575,14.224032738363395,22.737762360022863,16.652748550465496,200.56315995559518,29.663528367022757,11.938923402352295,495.94162758282283,44.2956297159956,371.20402597149456,0.6213008782021999,23.83558854794811,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,13888.479466402085,0.33,0.33,-0.002,400.90034804921413
42,13188.410116805466,8956.349294499267,781.0424780233628,571.9903171960289,4434.105550582891,25.189268979618987,14.547039035241939,16.731738731927926,477.5767905796718,27.76201877535316,17.73547340180338,125.88392221272058,49.18963379471008,337.26838061529094,0.8564589004237688,-38.70960717781136,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8956.349294499267,0.33,0.33,-0.002,364.24985106451425
43,10162.64786032892,7385.850515502509,264.53251436638715,1190.2848905441306,3111.4746600910453,15.311918444734895,19.999540096108667,14.131317228066443,428.1942119699097,21.204141944620762,12.32952160293977,403.69699425216976,37.06447271551328,332.022750984212,0.755543022368197,50.209655197842025,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7385.850515502509,0.33,0.33,-0.002,358.58457106294895
44,15590.79039449421,4931.037331171795,1195.8025712285018,1098.3391086211102,2720.8398033975186,10.204202857132165,13.63990795792353,24.38777942864089,481.32031173994176,14.76793003057965,24.45502619588179,393.7062689953423,28.82973648856821,344.06712223669956,0.2644739967076389,-18.51860584946108,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4931.037331171795,0.33,0.33,-0.002,371.59249201563557
45,6560.080645573777,10049.526290138545,286.980060581376,422.46399909783173,3869.688739130147,22.552403583305505,11.629507930262694,11.570567211317226,121.28147959718034,16.30580930274177,29.79166457101105,374.8200514223675,42.02875813627837,311.2701282460326,0.7680959493290772,-40.906872712918656,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10049.526290138545,0.33,0.33,-0.002,336.1717385057152
46,13604.144882895776,18197.922223225018,1040.767064515149,725.4404157534816,4067.9103434609774,10.298668427197795,18.42810861918976,27.666367207914817,384.2937362961847,24.109690306652766,20.003328494163053,416.6367588707124,49.93396952482825,419.18791326248504,0.79933997670753,-5.068230181524805,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18197.922223225018,0.33,0.33,-0.002,452.7229463234839
47,9434.841286656494,11847.584253984063,1176.9261977469307,306.47038769191215,3159.826230433574,18.22417023964731,14.627466133219967,19.72207062954274,258.0909714017622,20.881450705237697,20.672753470975113,419.2542729503649,41.60688701729923,394.1895035204967,0.4162928879368768,19.159375526749123,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11847.584253984063,0.33,0.33,-0.002,425.7246638021365
48,16796.15693405053,5213.556335439516,1079.1260259706507,980.354440888672,3648.150689138248,24.62679372701794,27.329076961105407,12.509045195102363,236.75880678542427,14.224306327462672,11.559503709095827,134.5234405597246,29.21246893901406,345.1930612196962,0.8511272050178778,-39.542952692918504,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5213.556335439516,0.33,0.33,-0.002,372.8085061172719
49,8629.517423925725,17979.347040525634,615.6403734646124,454.79519835901954,4039.816780137913,19.793282542080238,16.23136815263782,20.92299283043439,478.6524014009791,14.875902346462343,14.349223658631026,345.5355367082183,46.15016825062167,361.0813309934256,0.15329008459156115,-35.73582930356326,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17979.347040525634,0.33,0.33,-0.002,389.96783747289965
50,6094.563246999508,10072.95677630538,353.3577777980367,217.58927892363658,4814.730431578193,16.957629494618445,23.382330166644405,16.713906477041714,502.4282992863388,28.469223495094543,24.900431748351245,193.58197668234368,35.11279865297462,381.6207726973135,0.7483934815610709,-16.350158457349266,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10072.95677630538,0.33,0.33,-0.002,412.1504345130986
51,10699.795776649937,12391.416084242472,908.6572573858047,337.9341405216892,2074.6636899846644,27.58320780649398,23.311136220251285,27.94779757086401,176.51237362421747,15.170063181372392,18.284212144871056,493.29241059608864,47.70919838108638,385.055324393303,0.5293000841923361,25.100440609579547,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12391.416084242472,0.33,0.33,-0.002,415.8597503447673
52,12540.823757400738,9309.417234653814,651.3022039887107,980.9914311605811,4574.607085332845,15.92606354449098,11.871127682418186,11.49936301744667,212.37395860919506,29.252624501089247,14.27891953159927,370.8252691639016,44.2871227188711,381.26243632420807,0.09904799052462383,-7.3111433171940545,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9309.417234653814,0.33,0.33,-0.002,411.76343123014476
53,16154.1971123183,17208.689602706654,657.3291203207688,953.3484347788851,4219.723343898222,22.461552016194375,27.621381403294734,16.994079092629512,244.13449964705643,10.103267625526271,28.06821642143193,352.04189294362845,45.54964021374124,314.5025988485401,0.3436818228465508,-41.10104430120775,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17208.689602706654,0.33,0.33,-0.002,339.6628067564233
54,12307.161331790463,17869.007040009205,569.841281485055,749.0891595731194,4406.125327517836,19.921985631570116,11.669718283988919,21.303965217228615,131.05044328357204,15.887573474449448,20.69975444676364,192.5462606187009,29.839831794337872,332.66376067608803,0.5940644049863084,-42.7349939631755,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17869.007040009205,0.33,0.33,-0.002,359.2768615301751
55,12550.234836071348,5769.5847495149965,536.3402099654729,759.7247387729662,2315.337286654744,19.800364377070284,19.0364972925339,17.52286026552401,143.41168573975648,17.631427454369618,23.594861598441913,169.02626724033522,46.605753100027535,323.23491582881445,0.6697278398904882,-14.413294198912787,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5769.5847495149965,0.33,0.33,-0.002,349.0937090951196
56,16309.251562183425,4453.65732059776,1139.0897112746593,603.3683849296189,2247.0104733627472,15.33914244030674,23.13511860066008,10.746861506151413,497.0304812509741,24.871209420429103,11.900884004515856,122.75475038658375,31.22532746787798,389.5947924897226,0.21784426300166346,32.06143888413164,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4453.65732059776,0.33,0.33,-0.002,420.7623758889004
57,11837.884165312946,17876.539684647458,666.0203810805378,547.7932809875322,4511.032245443563,11.764854768418141,15.644028814255382,20.886916436568637,163.28152753253613,21.30450381103784,18.52399516227448,464.67414635183127,43.72528855175832,330.17720225396374,0.3375856203140169,27.334346607815704,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17876.539684647458,0.33,0.33,-0.002,356.59137843428084
58,15108.32648549806,7418.783508147885,1157.6451564753215,469.34012922810155,4727.243144277888,21.29473111127344,27.653518988707177,24.496033304138454,490.52008014222264,28.458412413362005,11.944601144392053,155.86196790655742,33.547092405818816,410.8017767021204,0.6617861437758562,44.68064393964594,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7418.783508147885,0.33,0.33,-0.002,443.66591883829005
