,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu
13,11950.254105872631,12582.581150557904,575.420761553328,406.523735979739,2596.2141456253985,24.10660846808115,28.068139694127428,20.930839847342543,247.09364892213762,20.551794520299733,26.459146273143006,441.14143061857794,46.1051169479568,0.4492344057196484,42.72837566411759,969.3837534091193,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12582.581150557904,0.33,0.33,421.20000000000005
14,13602.083477943614,4072.8226005774854,887.004287044986,747.6195879759181,2690.3418674231875,28.262902780675336,20.83121077231032,21.14828838372202,457.6177985484263,14.231623629576164,24.5042514722737,149.1543883861038,51.19822362376253,0.43288931079533977,42.868668407673674,1445.572313552976,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4072.8226005774854,0.33,0.33,421.20000000000005
15,16404.31129125649,17913.25652978835,652.5495493026564,1118.5142561186497,3144.4748032015796,28.051696691595236,28.70844840287008,11.624698401579886,193.6697562501977,20.74979296076338,25.763093615552,376.96175020081273,47.96241766025659,0.1847187190373348,32.57999262814655,811.1312071084246,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17913.25652978835,0.33,0.33,421.20000000000005
16,10696.471567179302,5337.472440627895,576.6540567053796,332.49533785187674,3894.7712996106648,27.413266245476514,20.948714194387744,13.36841281371533,197.2044743876566,15.67066466711268,22.856341794110374,458.91097564192813,43.50888848422604,0.3578769767103357,-25.28603625111102,362.9179934612801,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5337.472440627895,0.33,0.33,421.20000000000005
17,14506.938351704148,19240.184849706326,825.41466252067,1012.2758237022377,2842.5631900381823,25.78754220655643,29.55205432068422,25.92162991017588,525.0049615756292,17.530976631250205,20.248234743103236,489.8710888623542,28.842199411774953,0.24498128819911172,-30.703631231161033,405.6212000641734,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,19240.184849706326,0.33,0.33,421.20000000000005
18,14616.653895555692,18604.771502373143,635.3380378069055,1067.2792631151694,3502.187372426072,27.013225677274637,11.71292823189689,29.541290333083765,127.84935333665267,15.985861805502546,19.389304460283004,223.8137178815447,28.63781245684868,0.7433624187595705,38.71902473086109,1337.6683892234812,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18604.771502373143,0.33,0.33,421.20000000000005
19,7705.961776949261,9326.279654890668,342.99927356796275,390.26951646023116,4142.77844884933,28.662805818706758,17.188142719693754,27.35781496664734,310.10428328339094,30.07113088617191,22.85646946736777,215.1653587210286,26.932146208966046,0.6981306243112938,10.227625522831369,1313.1837963427045,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9326.279654890668,0.33,0.33,421.20000000000005
20,15679.395501689614,12617.062043067623,667.5516557537152,617.3072312968881,2055.9873118964597,26.62679572310994,20.26496489461071,16.733452958342532,284.5407437920863,27.70772901437258,16.805868820510174,170.21933296408434,40.12320266779661,0.7490191525628518,18.053875416859974,548.2789998930313,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12617.062043067623,0.33,0.33,421.20000000000005
21,10182.879849508648,6437.780411358476,755.65592774499,1101.6929327478458,4195.681943836762,24.853962624449835,19.45466198999364,16.617917766683316,402.7233286077597,19.8076670446222,17.187511124081123,499.25500737447584,26.015935242598424,0.45015664062533645,4.6810503566536426,974.5387818754201,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,6437.780411358476,0.33,0.33,421.20000000000005
22,12786.041581006406,10214.19501113407,863.5577025586283,543.2664719848954,4329.7363065079,22.753123552371918,24.472392788475414,28.038944227535136,126.06775741545961,20.932701613571403,12.114623318113177,338.9360773581159,40.24143227268304,0.6360266669513356,22.063442413728726,1114.6837760030028,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,10214.19501113407,0.33,0.33,421.20000000000005
23,6454.631739056173,5010.160462967976,476.2903389967056,202.88729952485522,2563.7467058227717,18.34113794445154,29.62500998602859,27.870416565332633,321.8056704873058,12.393769050106865,20.946866641999456,448.9133186241447,35.24950058657183,0.8200673568773326,8.671415528579287,537.4764824308774,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5010.160462967976,0.33,0.33,421.20000000000005
24,5988.214985872868,5311.2100386086595,366.57385847417476,145.1773244063625,3560.6126526489165,21.963967169103547,18.495850514185523,9.642542641270103,363.5666040432333,16.69041252515547,28.04596686881602,97.93416716778614,26.671543876371924,0.39630162142521425,-36.43714438233167,439.8313098884292,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5311.2100386086595,0.33,0.33,421.20000000000005
25,10640.32634642636,10843.842160164852,490.11512503975007,667.0498959349947,4465.207348608237,29.50710874006965,25.264389513687775,13.021423882180212,294.7015708108436,11.681536058422319,20.349473094826795,159.99959653477794,49.82219990370998,0.738612924925818,-32.08013716793758,1312.9931721938885,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,10843.842160164852,0.33,0.33,421.20000000000005
26,8909.20181405833,7140.797888212946,591.483492409927,1005.7441504387544,5012.342596660997,11.10128290327966,15.148024465619631,15.376729904913164,230.42852443863748,24.573215794766043,25.8274056844636,386.8850435501183,29.931281481060036,0.5579439412726822,20.818548640647286,1554.8383656757633,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,7140.797888212946,0.33,0.33,421.20000000000005
27,14317.642561261817,3686.094316401002,765.2577378226821,987.4802341530996,1880.1604039977324,24.04265378014403,16.79312203658578,21.779328453886095,228.3928048550482,16.393876948950375,27.702637158297794,286.3289938235889,43.90389655624371,0.3550897032640975,37.60896281093504,1112.388483213032,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3686.094316401002,0.33,0.33,421.20000000000005
28,12967.039100567219,12313.520585399187,711.8299583237679,601.9901844649625,2296.149194511758,23.172096731527326,27.241532506248124,26.755721888186002,217.2851801280328,18.798116913916385,27.075365644745304,125.68257294100427,43.45766304380935,0.5002205910118234,29.198043297405327,1396.770235883558,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12313.520585399187,0.33,0.33,421.20000000000005
29,14015.136093765263,17339.370896120065,982.0436396678479,731.6246812586319,3250.0870270739706,19.26331072143928,19.275896796537303,27.657300896994318,419.36471530396545,10.08265173072881,19.428695021472056,260.7974815995853,29.41955052072254,0.40655408254734426,14.134120638604868,236.82520454910508,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17339.370896120065,0.33,0.33,421.20000000000005
30,4773.205698407979,7542.858002750623,217.51927846241418,935.6097408713175,2658.90305008408,17.06343760145863,28.38040121299638,27.83025624881145,475.765471529253,24.93530234872834,13.843826485254684,167.190166599642,39.1790799364152,0.2533770172905168,-35.95399949332851,695.3641466194877,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,7542.858002750623,0.33,0.33,421.20000000000005
31,7712.849787603101,15203.824801488336,581.078220601645,253.60763407930833,3245.289241259013,17.970360520710493,29.745722172488062,27.25179837423917,418.3722901019809,29.817646713535694,22.249069961028997,373.79377849031533,40.455457063721,0.7756688936343283,-14.42432076174413,993.4958574739305,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15203.824801488336,0.33,0.33,421.20000000000005
32,4583.070426481785,14908.294094003943,227.81701004539937,354.93173120407664,3172.6026103839777,16.517335342360404,28.163997697384765,26.358014716948194,380.90245986551014,28.25264548921654,19.976363109210677,392.0971402155066,41.490846463635414,0.5300941816366409,39.7605661287988,593.7148256039018,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,14908.294094003943,0.33,0.33,421.20000000000005
33,6702.510596935051,4822.943031183153,385.7930851705081,447.973997487445,2336.8235422459493,13.215972824176081,19.980595182470008,20.61291386792041,259.9624211798616,19.426446304218242,16.803763165650352,244.50891839928624,40.38445286554112,0.2709445711456652,41.3901292308373,853.090042139953,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4822.943031183153,0.33,0.33,421.20000000000005
34,17606.38315318379,19025.59419296198,983.9544959744491,630.3182129281403,3455.8284885425323,29.285242131278924,22.817108286511502,24.696376280595125,318.2016161380589,29.83832355128163,23.09675745476937,284.0889013731733,31.771485068472156,0.39901861298086216,-24.498966976232346,665.7305804649504,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,19025.59419296198,0.33,0.33,421.20000000000005
35,12716.523095834817,18820.197006454357,1050.7307547865876,491.11890632115666,3039.5832533031844,19.31633348716124,27.493371790357454,27.9835718209267,266.76733663096127,13.857887128889384,22.777447746778364,195.2439652056133,42.96071724202036,0.8676469214726552,43.232169109792906,1493.3896518893264,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18820.197006454357,0.33,0.33,421.20000000000005
36,10396.165579804856,16053.609613678771,773.1149626627582,341.6810684942456,4627.063099015047,15.60025310832206,19.025705953813937,22.89376752556277,354.45391848706856,23.275764354598056,26.81134745482471,123.46213849542488,34.46584762769751,0.703973189031309,41.152960886126436,1015.3232594024939,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,16053.609613678771,0.33,0.33,421.20000000000005
37,10679.133602533984,19474.471215696645,733.3658338087217,421.1077270838903,4645.285488947282,18.865544096024777,9.979118927239048,19.48945310912456,408.7756538922436,23.00317459196088,22.657750633232656,461.7711220795355,41.69351786334727,0.1861822074254399,-27.343037739490875,748.1185062319519,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,19474.471215696645,0.33,0.33,421.20000000000005
38,15347.723147432025,18744.835666808052,604.1568124224077,661.1391858782611,2339.4282729910133,28.83801599127634,21.080128688329246,16.482481741670664,388.5393310951075,22.159515188224084,22.61310986680631,307.4754218801513,44.28451597315838,0.8218504258579068,38.89612644575531,729.6480887582209,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18744.835666808052,0.33,0.33,421.20000000000005
39,11692.672807180046,8065.553788441458,1018.8426894090267,411.61467509155955,2048.447586812317,16.834882856979704,28.178012880129824,11.927371320782715,441.5693909360068,26.999713866732083,23.33108293025967,273.52732910067016,39.07398947803053,0.6604400401553921,-42.2247777990554,422.93704048308206,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8065.553788441458,0.33,0.33,421.20000000000005
40,10209.310819872771,18957.64888183365,416.8895570406219,695.1170904419229,3785.4559103726733,15.063931184978243,23.277708429142727,26.837923979180136,336.8635929530518,20.18784298359511,27.910382254511294,84.42546516883357,39.28757976413549,0.6580937962084552,-50.95622491182516,1414.4237708911112,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18957.64888183365,0.33,0.33,421.20000000000005
41,9433.475634151931,20410.172964751608,391.5639643758303,496.9252541547196,3983.9653248522663,12.289843511275285,23.469623826104332,10.80857497446731,242.73469346041907,20.52481743517784,13.682256702368472,118.25672393238862,44.45321337383105,0.5700200307278184,41.51563926493539,715.088722454642,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,20410.172964751608,0.33,0.33,421.20000000000005
42,16485.909840544755,4862.462342047533,385.16713736214774,1122.4161570542633,4015.6179076071367,25.815408326235172,29.948361071919937,14.346180969539294,124.38320615917641,17.460224205520863,13.966152121656268,334.08611745416,28.754757830105458,0.36547628802558907,31.324239401280895,431.31127476727244,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4862.462342047533,0.33,0.33,421.20000000000005
43,13693.158835932209,18894.738524955254,1043.8964383704238,445.4398256205675,3045.1004820175103,19.042574758015437,27.475450934315987,26.606784754939493,243.91520854030125,14.516486514369888,22.929802788115556,204.6093709937359,45.38950937478722,0.8990910645022722,45.90690533788944,1593.8686888742614,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18894.738524955254,0.33,0.33,421.20000000000005
44,9286.465102074337,16694.300467276957,265.19777042236467,330.56461261089794,2295.239709429658,22.670773647674473,20.718552250921388,29.088002168493922,310.1030380902498,19.123228449628094,21.026183023587887,451.7066704244149,31.35446223910808,0.11613113662625936,3.0290055870856816,1034.5779562207244,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,16694.300467276957,0.33,0.33,421.20000000000005
45,14280.113656126532,16491.36090587519,684.7403479336391,526.3285353215448,3065.1361895374207,28.49612447275082,24.93180050281862,17.54172691391392,463.89195444331443,17.40670086074369,24.027900795027357,482.9466155556702,30.6091402869808,0.11547167297308061,-11.926569840177233,318.7670671479226,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,16491.36090587519,0.33,0.33,421.20000000000005
46,8070.596529537287,7394.702886585219,624.4018639893449,979.5274073549252,3824.336202168046,14.14408367269623,15.025724076564286,24.290403505734066,458.69322418681185,18.49539966403989,11.593506824769522,320.2422209348305,27.004240506402034,0.4269875617033502,-40.17500212437029,1292.9603322860253,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,7394.702886585219,0.33,0.33,421.20000000000005
47,12906.014351915335,12228.727312304263,726.250085378065,740.0008205796667,3510.793757265713,16.394026879817105,28.589144189893787,29.198706265198986,453.8976942879259,28.215595209067036,12.095083964644106,133.95791275510476,26.608592607000162,0.2886813495009181,-53.91839695764656,657.49273396813,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12228.727312304263,0.33,0.33,421.20000000000005
48,10854.100668500727,6056.722113778227,892.112564537147,810.9977602573225,4886.452906472091,24.391081948641613,17.999466420560516,28.723309163332566,398.24146338016914,19.25160644267231,9.646919313580101,516.7741965150645,25.52546747371161,0.2150416651628603,30.6690856477058,951.2572749968255,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,6056.722113778227,0.33,0.33,421.20000000000005
49,13162.534655293326,17965.517161842006,1079.7900026356504,671.7603593774181,4517.070255647368,15.980431987674917,25.236248573741708,9.99594638405341,457.11510418215545,28.765092907943274,19.489425567404066,256.3111318146717,33.82234289794418,0.5006058990595357,32.589352748157346,609.219590657277,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17965.517161842006,0.33,0.33,421.20000000000005
50,11135.399029083572,4088.1990416141907,776.1158135081138,977.6371400033777,4740.022243019057,14.840024613082385,13.948283261050806,21.918060287743305,279.52131655907993,19.89412548184892,19.999426494515994,343.72739407861263,47.631406476562084,0.18394672532526266,-16.92362079064339,736.0866591456816,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4088.1990416141907,0.33,0.33,421.20000000000005
51,11784.539076555977,15803.259662427534,428.5103149583702,606.7592571002332,3007.825848473582,27.200109758345445,24.662394305149114,18.207703378682485,288.88582299318375,17.920097358859497,18.904588132828454,175.60806640616812,32.51055303069433,0.5378506080424436,36.41946151997895,549.5150166035373,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15803.259662427534,0.33,0.33,421.20000000000005
52,15351.388233367321,17834.648270660855,943.6384262749688,236.06304993479,3909.7109506510196,27.158708665145827,30.11778135414734,25.459736455982988,136.98571404285406,14.002484024791501,27.808361002417918,301.67895015023834,41.34955222371376,0.527725133199344,2.184936498236653,943.8442868598216,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17834.648270660855,0.33,0.33,421.20000000000005
53,14312.662767381353,16356.422984016735,842.1110970372097,979.7082809605719,2601.3593241893273,21.328795843816728,28.845221076278893,17.838210487963515,471.90021883692134,12.62756963087822,12.564003208971148,215.6046281617376,35.41820120241053,0.853296598189776,15.290903109375584,1126.9950052161414,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,16356.422984016735,0.33,0.33,421.20000000000005
54,6047.459343149318,7315.497384784742,250.67609302246365,622.998187564924,3581.7662680175968,18.38874347727171,12.269177948813356,12.2316590522459,187.4897414611595,17.459007628010628,20.1359238669738,423.0663159825744,36.993918688633755,0.583103724597909,-49.16340460461084,782.0788856921647,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,7315.497384784742,0.33,0.33,421.20000000000005
55,10488.950986066935,8960.556210332305,468.7066068621048,451.6729041490426,2906.536487898638,19.897886334390268,30.390715684515094,26.84641937186893,91.9073578857562,24.632818488872946,16.068211001978852,471.43843975898784,48.05242416399442,0.2444586805126716,21.655963610012336,770.7628721186039,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8960.556210332305,0.33,0.33,421.20000000000005
56,4768.964467933495,3981.042506175453,223.21439159597315,259.2123877747195,3419.648188593302,28.173202633390222,19.783196483622124,12.560463964308184,270.3810151560951,24.582475136183998,14.58170424032635,466.9859697267663,38.910495124893444,0.5829625347744325,7.576556395602953,1439.4051459190118,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3981.042506175453,0.33,0.33,421.20000000000005
57,9550.448375067182,5213.474374473924,411.7508080424707,937.920460163096,4969.252272833017,16.72573770398467,17.772703276090745,19.199168884013353,180.55289102974487,17.206774138222897,9.740770690971015,188.4064952637746,27.85752472236483,0.7826023564672756,0.08557238025202824,933.9774896101163,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5213.474374473924,0.33,0.33,421.20000000000005
58,8923.680335548544,10928.113923923309,821.8639775344133,330.4286540422616,2723.8216790119336,15.688559991229218,19.91839185264614,18.156060854788862,183.51488639532835,21.941040907559657,21.196366785222814,177.69770789660325,41.902489524071385,0.8928999071285356,1.5585557176217002,323.1217479231489,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,10928.113923923309,0.33,0.33,421.20000000000005
