,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu
25,5806.875733019429,13185.424713330927,326.75616440336097,637.2864058532683,4308.416006003039,21.915483925784415,12.64469041017788,27.890434394282405,427.85170989723144,29.02854013014384,10.622225302219013,202.70705294600302,38.65179398009014,0.5141606963487777,48.83454524692759,1461.3028362751627,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,13185.424713330927,0.33,0.33,421.20000000000005
26,5777.577281861564,6755.1256013719185,812.2077231255561,275.2797813075966,2760.3685653925495,19.698468909838944,28.646518895188287,13.711974388195086,197.85887791441053,15.529416181635577,19.989422044724915,458.6961316362001,28.371939157069992,0.6840497264526709,-8.454315213174374,409.6099018021161,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6755.1256013719185,0.33,0.33,421.20000000000005
27,4287.523486605578,11115.160544251567,292.7585447966464,750.6706529246121,3647.8948155710036,12.169162581772431,19.17316264671468,23.803124646413227,386.8867630861177,20.221113528027697,17.814465091569733,383.37534786976386,35.00545512801758,0.8887601126281146,27.10984470282553,1078.9827630382595,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11115.160544251567,0.33,0.33,421.20000000000005
28,12452.476265001542,8972.135072186933,904.372932165246,933.1119361239658,2009.9037846966721,26.785396956491105,11.671490703692765,29.949119263256957,78.54405938265555,9.525969617426052,13.542522243512812,280.0957567551108,26.1602401867694,0.5211548384523753,-22.95650029379631,1511.3891976580546,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8972.135072186933,0.33,0.33,421.20000000000005
29,7711.79058685389,6284.880547419217,537.4153532910633,776.946602770862,3347.6115853789643,27.07382432331358,19.620597136449923,20.331190579393454,311.6676562098641,21.618902757787684,15.92176759972815,144.86561350228365,42.86714494785765,0.31012457662823206,38.59040295187735,478.37933130219693,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6284.880547419217,0.33,0.33,421.20000000000005
30,16595.727392802113,3839.683823380369,848.1318900322592,954.8394997675159,2044.6854443962227,23.12617449765258,15.951086473673914,22.421612162298477,229.12584462686556,15.887351876409875,27.78584825392772,312.0129412516347,45.73489554143729,0.34428839526189947,41.087068761679326,1138.890581878425,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3839.683823380369,0.33,0.33,421.20000000000005
31,7615.03781784664,20073.65167774403,482.3197833111625,948.5506308320773,2376.175575245843,26.984090414597482,22.642562598985446,25.047608953480818,282.3538152737192,27.277406090237857,12.66590829283766,232.3495673832133,36.18535113314102,0.457802903905117,57.12232454608222,749.0836084190489,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,20073.65167774403,0.33,0.33,421.20000000000005
32,2328.3208757446014,17457.371940584282,1029.7590892239443,276.16243033015587,3995.3343553701675,26.703250968953927,12.296085269102738,21.388918464277175,466.96506423823695,21.494478090598957,24.605210710471077,278.8082936380581,45.5735134680127,0.542245997931203,49.20074819700825,1203.7793832772602,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17457.371940584282,0.33,0.33,421.20000000000005
33,4617.123216486179,9897.947225498694,416.7008208615714,385.4707446871212,3556.429116604496,20.397830360374904,19.615254066648397,28.262262927201864,248.63482186261479,23.775971213833515,15.697498541064665,240.72127376548698,26.67282588809399,0.642815542364315,25.767672389376,690.6592461005406,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9897.947225498694,0.33,0.33,421.20000000000005
34,7651.820951288397,10100.534471877048,398.7758661511549,487.322311713596,2365.9797166395747,12.600595836985153,28.157591888296412,26.693110079249813,141.34784057985397,17.692762836235566,9.194264294109303,274.1710646809422,26.19673602866221,0.7954646904337026,9.731973031025326,1473.4841845354752,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10100.534471877048,0.33,0.33,421.20000000000005
35,15263.68332449898,19139.052369268302,1040.864959206773,679.1610568370518,4443.029813400137,28.054574165232044,25.13325177501805,21.861438779255543,187.22490094330956,14.25449331349179,20.534726572045493,389.45355596412315,34.51896813436523,0.173178170835423,0.5843613935065862,972.1649543764744,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19139.052369268302,0.33,0.33,421.20000000000005
36,3444.354310434213,8885.077032646212,346.0285939235149,853.6898050913177,4463.167445446978,22.619386650265785,15.341080957232311,21.859541768604345,323.79949756486366,14.658351166293617,18.36093829043981,377.23232670015875,32.426207265576295,0.443804916558974,20.52003569381697,1126.396289634129,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8885.077032646212,0.33,0.33,421.20000000000005
37,12427.416014924509,19476.78164550971,922.1899531186991,719.2616909798702,3388.323392882499,27.070453810656844,18.30524425788741,15.94502922063746,175.47467093701746,21.90680154702844,23.664063841325966,341.73530924868646,46.21255242298229,0.2925990116920269,2.0249791197298608,870.7017885669705,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19476.78164550971,0.33,0.33,421.20000000000005
38,7598.731102217407,15055.372972247362,651.5764183166298,1035.1241704732897,4963.331011341201,8.843666991636097,11.735276725369882,11.533537482580307,371.5091519126233,28.290833575394633,18.752342779143397,350.181730273429,31.432279788729332,0.6032816695301905,-19.624199042120445,1044.974670141939,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15055.372972247362,0.33,0.33,421.20000000000005
39,16358.454046048057,4110.25905824276,403.83465229152955,1197.215977659879,3887.1976989063023,26.581891028324936,29.732539185955545,15.362036114937952,141.15148288329468,17.981419630424185,12.215535587827228,314.2186132257035,27.914773684612324,0.3563547961518916,31.033811956277273,452.804802194414,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4110.25905824276,0.33,0.33,421.20000000000005
40,7233.108934924594,12949.215748761257,253.09268304282492,423.97061915077984,2235.226573814528,12.490370280634743,26.97023511084192,26.24695919562852,265.64125587923365,17.121757734839683,27.35920221309236,474.8597705918204,27.55955422801067,0.6599475308283307,41.4694734339255,1022.0669693739605,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12949.215748761257,0.33,0.33,421.20000000000005
41,8838.585278273305,7143.844750709875,600.8563353012548,547.9744503296971,3173.541782106625,19.813751460201257,24.584295631637044,16.9548528752445,445.8024285547504,28.28905474792188,19.762523395158357,309.0583893239879,37.003541372867424,0.6889887876233796,27.351810175341285,1220.9701051171003,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7143.844750709875,0.33,0.33,421.20000000000005
42,17593.976596005195,11738.647797361917,1009.1031382729583,204.61769818133985,3633.491952094988,26.868814155456384,21.190700230893928,21.794310455695513,122.7667495317431,24.21812912411441,10.064618165541377,177.445269781044,39.05216064415292,0.34647090352738374,37.639068669945416,1032.876123381803,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11738.647797361917,0.33,0.33,421.20000000000005
43,12830.65918456433,13648.129069895283,493.5282145658171,797.2422477816305,3334.5996985134834,30.688542797511264,30.250142040594465,17.63612426871728,320.1582490897856,12.265950617753738,18.442929115046617,306.52575175136826,33.94864063230541,0.2952492054741875,-15.690703110185762,618.2956692141472,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,13648.129069895283,0.33,0.33,421.20000000000005
44,8908.885169602516,8776.1016547632,282.774635941986,555.3487332906082,4252.184584643992,27.917547668041074,26.57196597496223,15.571649757753141,169.31421270094935,25.332541096317268,8.93261797861217,512.4834103469011,30.667047727666162,0.5449418013882608,-3.918299330388758,652.9119387197067,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8776.1016547632,0.33,0.33,421.20000000000005
45,11152.396909978776,9006.559608933954,1012.4134367266158,1173.320707646606,4965.703986110033,17.603622041607633,27.363804316452633,13.915749542679025,392.7317786515597,25.220355785171247,24.66810727963125,473.20180263035905,30.709562741499457,0.24517376495740456,-16.679542437349806,796.2323261480741,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9006.559608933954,0.33,0.33,421.20000000000005
46,13098.945127881865,16167.077359439292,697.2650159373638,1005.544454149646,4573.048577964937,27.261003493491334,21.429249780719175,13.329907355222753,334.46471865663386,21.121565641851404,20.902852562835697,151.06538199210627,27.555292037309833,0.6472718743689907,-11.648815942801738,659.9785255920974,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,16167.077359439292,0.33,0.33,421.20000000000005
47,7631.752178091934,15709.05699218486,299.68512213897463,277.90814496508875,5106.612753175538,30.515568709807237,26.701390911932332,16.109482640826876,325.50183810342276,16.235653097542304,25.40581137401316,161.81286991434675,48.24221329615854,0.5222754986925818,-4.671935620054846,707.7144982345067,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15709.05699218486,0.33,0.33,421.20000000000005
48,7015.948477300242,10612.439605034055,599.4524726410051,745.8357692420391,5137.080030393868,14.827490043334029,19.307231758657363,16.672363751079352,105.34399807270394,16.63953482381736,15.527882900533658,192.56389176506974,37.35009024020016,0.292542814223795,-33.20596552625848,472.5179172897215,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10612.439605034055,0.33,0.33,421.20000000000005
49,5911.066227483478,17698.8568824028,376.2293429715233,752.4481692024009,4075.8712951842413,27.86793705989676,21.367417306374783,15.188193978235608,349.9342996376211,21.207699059103444,21.203303533336854,208.26084767237944,38.39358131343627,0.21443867106087947,-31.622468136952456,598.8686880426558,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17698.8568824028,0.33,0.33,421.20000000000005
50,9505.402225349457,15546.099988862998,412.6560347521117,456.3449773818707,2712.732742966709,23.196053452998527,23.590441266105216,19.421422989101572,203.28132252351384,23.18134121172168,16.418537229391784,343.31760053548106,35.24561796060953,0.3040430735683836,-26.47535258936147,1153.214840577812,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15546.099988862998,0.33,0.33,421.20000000000005
51,10895.445663680774,9688.496586576428,464.53641048565817,911.9955907439314,2688.721990737377,24.002141977792594,28.865250647022126,17.178545573985243,420.31353479998603,21.65528634916995,13.225646453191699,326.86008540611203,43.86086688716378,0.20727508232088152,0.7701459196343577,439.6961921061509,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9688.496586576428,0.33,0.33,421.20000000000005
52,3094.1022756447665,15684.216423269012,315.8441591755454,246.04139729706642,3905.209836034264,18.46392078548002,19.306177166935363,23.25080957975848,459.76386245360874,15.683771292192183,26.341038360109266,423.6414898122273,49.21171779400999,0.779985895613503,-47.33347578375191,603.5204560785261,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15684.216423269012,0.33,0.33,421.20000000000005
53,5083.114540830653,4661.181078227923,446.21289464636493,279.0425510613165,4405.554387979087,16.011874686528785,25.119575769063623,24.763666229059634,432.6266887497175,16.401545294435557,29.787599439641692,256.8950108719665,35.60467702677847,0.587581628353355,-33.11104189213171,1346.679436635911,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4661.181078227923,0.33,0.33,421.20000000000005
54,7756.626284613114,11880.911862139481,660.9488860767284,151.6278666282171,2215.203155028235,29.22779917854402,27.972175617735196,23.40663096911013,408.7305380969673,10.870744095256452,23.14214593547068,99.6086074257413,49.30998479097832,0.3007923643045663,-24.712665312025372,720.1945345024426,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11880.911862139481,0.33,0.33,421.20000000000005
55,8483.275170417834,10397.235615855461,910.0965978867969,468.1030101908243,4881.040798424033,29.68159858307575,15.952390190758532,31.796191879901276,411.5844721302871,12.15453523407839,30.502596723423544,238.74429883997766,42.0279579322863,0.46686602889136675,0.9426824971303468,875.7587511304481,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10397.235615855461,0.33,0.33,421.20000000000005
56,14527.029631953663,19437.162537097418,826.3220397977834,982.7395889599627,2606.268743561106,24.049452430877743,22.05336635203712,18.085368426034933,421.961565421451,26.673365617154378,14.627697647266144,389.20115583115495,35.843629447952665,0.19848845626524145,13.662448033388827,1160.9536228759468,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19437.162537097418,0.33,0.33,421.20000000000005
57,11784.133666716263,15945.124722945044,852.8396057246351,719.4887847479955,2382.519551612506,26.014213582745022,16.727477185450905,11.258812421685803,201.06590492751712,19.353029436799062,28.666034986759545,364.4270746461122,27.473791542686712,0.6241918984166991,40.81654749100374,593.4383344557734,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15945.124722945044,0.33,0.33,421.20000000000005
58,15570.319763985399,11979.253682102822,807.527779938368,1032.428848323824,2887.8433727480997,22.66680085385337,27.64241909086492,28.48897576744465,311.97529559017494,16.913504386236855,15.043023597641948,179.00598356929808,33.99803817466014,0.8391225543256126,-1.8612371427968246,498.02552443596716,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11979.253682102822,0.33,0.33,421.20000000000005
