,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,ecu,fsu,b2,alpha_l,l_sec,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,withMPCs,offsetmodeling,mesh_size_factor,oo,uu,d3_plate,d2_walls,d3_walls
13,12221.888558586958,17884.053575734903,893.2041495977926,217.6695602225313,4259.247325140498,11.95939823565061,17.19330769769647,18.704476211987508,484.0790394503833,14.769219600059802,20.495814830623964,147.50850460246025,30.718727954745063,399.946765065997,0.2489173617237055,-37.1469641582453,-0.002,431.9425062712768,17884.053575734903,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
14,16358.67777121826,17206.017340007616,1044.0636854353054,302.72001356556996,2790.5145605796292,22.870698634559503,18.749264671878024,22.361429321630013,385.7431278476441,22.194358116816957,28.20929946296434,225.4644472781337,39.10247489171682,310.1840441491119,0.4409305669742768,45.49278246532592,-0.002,334.9987676810409,17206.017340007616,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
15,7152.185960922159,18876.043878049764,692.798137143428,654.7589215633764,4018.671396810638,18.921708483433495,26.89211810445403,20.46529142418472,311.5399376184134,16.129865846740902,12.627382327288398,122.33324082653058,49.4444168794601,320.0530885317851,0.16275827620483685,8.199234826390978,-0.002,345.6573356143279,18876.043878049764,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
16,10665.571026327932,12913.813104525756,350.04667075029954,553.3157555559355,3790.7377233537313,12.119691054030485,13.176382370118448,11.897379919929186,279.5714984362496,24.01605079414965,16.043943060549665,227.3736079313535,48.642334401003886,431.1243767010695,0.6164888083701833,-43.19144173956,-0.002,465.6143268371551,12913.813104525756,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
17,17847.61523979454,8567.329607980697,1125.8591613442704,1138.8853182445912,4568.642986780069,29.174973872409527,29.181060323884054,18.552335386081722,432.4437166535374,26.313124552900153,28.77705229093457,420.6142588716327,45.524907858168696,318.58598160060876,0.24641469532096283,-40.2878861845453,-0.002,344.0728601286575,8567.329607980697,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
18,3140.8576468423453,8246.725247133281,1093.0438928200251,350.2764794918163,3468.834093443619,14.863615592240361,16.42606265248101,16.14342641109667,145.38603668168054,17.670781852310725,11.296594090051745,260.95797426848674,38.05094048329334,394.91403590430303,0.22083301477706535,-48.84701902817702,-0.002,426.5071587766473,8246.725247133281,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
19,3516.4269725112345,19564.41693217738,1053.9854831918415,929.1008753374919,3197.2615175771725,12.913466136223272,11.392633834742993,19.074810897436844,446.9280461540934,23.015298996252657,29.42479727089082,487.1500907387462,48.82641512624327,401.5020093811889,0.20792914217726,-46.467074062894326,-0.002,433.622170131684,19564.41693217738,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
20,5226.741764371262,16805.639320818394,1015.1778590325846,338.5990480545039,2716.203344055743,23.578096944901215,14.021292421674158,17.294307732873854,434.1482989027422,11.119412079227796,13.107469221852668,140.45461883906938,40.68229420764019,330.79568383174814,0.5156222748959439,-48.9815404597145,-0.002,357.25933853828803,16805.639320818394,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
21,7951.412260701359,19759.211981666012,268.94500280010413,1011.2086262909621,3105.322516775985,14.113896321425335,12.3232045549363,15.84934054913656,488.08961025014463,27.458324636631573,18.145121642505813,304.6172515592863,41.65758889209377,319.83441607012406,0.14599599865635293,-24.37513493336677,-0.002,345.42116935573404,19759.211981666012,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
22,15058.418560955657,16578.814628816865,720.8539378040177,1091.9930955142768,3678.2497275396545,21.21600282357688,29.665998486024947,17.751586995363155,187.84659818690153,11.747609524362163,13.502180468449264,271.10662078797003,33.83006164506943,416.9103001518201,0.5128681536355454,-25.96485237822035,-0.002,450.2631241639657,16578.814628816865,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
23,13473.878951323408,19473.829168578864,345.32849629083665,898.4544721964411,3712.2043568656363,18.579630192255884,11.879399269229737,11.191119811860755,215.9650726483933,10.041872540103007,19.031292756158187,260.49684091298616,37.75794720525787,389.6858623100472,0.6110688276967954,14.881265758370986,-0.002,420.860731294851,19473.829168578864,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
24,17891.417665713903,14184.629226254678,407.42778613905216,842.6033828577775,4384.1358476287205,26.490975172464296,29.483910825318613,14.637799663602589,461.42520122191814,15.504651645069707,21.511114308944904,387.46368020670246,28.42268247602294,388.57571275734904,0.8576279556043626,46.86374082011817,-0.002,419.66176977793697,14184.629226254678,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
25,5325.597718293951,17286.796568448925,1096.2795978780098,309.90666119244224,2972.5214296893,17.51658812405675,19.980326403376246,20.950146280070072,158.75660463209306,16.344012885297182,23.7072131557262,186.0931102011308,31.10624313365574,391.27328719767826,0.5421458314171095,-2.703481070448518,-0.002,422.57515017349255,17286.796568448925,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
26,11994.888470457518,16408.929610101884,271.9018798529341,458.36661801117447,3428.387561662169,27.48816086811543,28.962251414757315,12.43769853686966,482.95761791822645,29.330810254163694,10.407192737107481,133.87424835803188,46.38432660321638,351.47147961396723,0.7133015762278578,10.248964847532449,-0.002,379.58919798308466,16408.929610101884,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
27,17024.713491535258,14586.819746500672,756.1692554085325,953.3627312178982,2559.7336556360497,17.920682089868833,22.30676560909295,25.263290121696382,284.2360108555895,16.980612234087417,12.777635169961245,372.9881517905531,49.69184309990078,308.658499866343,0.6340077801772875,7.72038759833049,-0.002,333.35117985565046,14586.819746500672,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
28,8647.918926400336,14961.79869802828,438.6506563836592,496.33609962021336,3275.119891713507,17.98229867414048,13.897797238919134,20.76955657754621,365.637298034534,18.25822903273479,26.831867590180483,206.48045279302374,47.124375806876714,428.7617041562348,0.5189495848352798,9.254799649488064,-0.002,463.0626404887336,14961.79869802828,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
29,2915.1507720352533,12396.307457596165,631.019836456519,717.8546234777547,4657.602146604206,29.29942268095668,23.0229210752548,13.35363577275106,114.8470964260226,25.48345926780538,14.377137390431125,423.47743002563305,41.96428210020654,361.4740668744137,0.27012528315791784,30.411694977586748,-0.002,390.39199222436685,12396.307457596165,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
30,3185.5059569022987,14229.711820854154,300.1680867365285,574.2633764399903,2382.815138265897,16.158677260457864,27.3280771782182,18.31330440051313,340.8171581021558,14.662560776425888,28.89612112519129,141.03615841588174,31.02802461599491,308.1798008670093,0.5894608974376951,-5.558416037370115,-0.002,332.8341849363701,14229.711820854154,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
31,8754.238905821334,9996.169448468878,936.3664787551884,943.9640937376032,3091.037684322866,18.43991225057024,29.816273018471517,27.772635141678922,296.4089208838001,13.710776557175839,22.099021126060308,283.54282820447344,39.957652166611005,324.7204645929483,0.2866433121082912,21.67605238116211,-0.002,350.6981017603842,9996.169448468878,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
32,8188.790803524272,14687.927258365145,980.3130115134447,441.54940046665274,2757.4385453671675,19.269459226156926,25.18728102181186,13.833202903761306,168.7825602580973,19.291701416244752,26.018290045456116,433.4843490976158,26.49214021109296,436.2002197748956,0.22073183123643714,-48.13799957282607,-0.002,471.09623735688723,14687.927258365145,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
33,12324.170935243077,17742.32796869445,610.6698136792847,796.6104325684838,4195.963614303528,19.7403005689506,14.595644437482644,16.92574894147821,409.3291548598029,26.732169248352776,24.502094077286312,256.1562368004629,47.287945810960025,381.08861234234985,0.15141412130695292,-15.01243300834976,-0.002,411.57570132973785,17742.32796869445,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
34,12082.881785119636,18692.246670485372,1117.124923475647,530.0283648032158,4466.078620408684,24.812692252663517,14.249899119786146,12.024491303165544,307.8117799977185,28.47953307222921,24.24881352524956,459.2216514777564,29.373072750245466,434.0967693268334,0.14029940219843978,7.1696153749063996,-0.002,468.8245108729801,18692.246670485372,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
35,13768.103507168418,14366.285213218409,526.3574577765737,1174.326794813877,4722.371195152775,26.587522563788617,24.42165279345685,15.776750898576509,335.7057278487966,11.458966277288841,11.244990018441252,301.1381862272949,46.78966242639795,304.9857243239304,0.33065491168672173,26.814909972352055,-0.002,329.3845822698449,14366.285213218409,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
36,16506.74717196595,9617.181346111836,1165.186142908355,1103.8430810405175,3572.0661521048937,29.60267112895134,29.310173468976185,15.685666119003672,218.28224555047257,10.762000918002265,15.611550345971411,134.58696644469006,47.675244382701564,414.6280912382399,0.33407378658151,44.180132088287465,-0.002,447.7983385372991,9617.181346111836,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
37,13235.175170383147,14477.919393921256,406.3730305342855,571.632045205783,3855.2198477293373,19.074836923426915,26.52629290836984,14.750025052085665,270.9103066423435,21.25037521841127,17.142933021501186,315.05346645245777,43.22090923439349,372.9719124161861,0.855370446823585,13.806222517487775,-0.002,402.80966540948106,14477.919393921256,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
38,13655.231189061213,16757.488042465287,686.7653119640117,1122.9200505106794,4891.646586199044,22.23079113357958,19.221163992816933,25.48439266844263,184.26777814321548,14.173851677049097,25.550833379087983,309.1585165211386,47.50613591525027,314.7516547133376,0.5654585747718212,-39.81948210674063,-0.002,339.9317870904046,16757.488042465287,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
39,7729.051643190363,11503.614436055614,455.5295742224911,262.11550176674893,3636.368709945407,20.175069098805935,11.497758506107381,17.818923858184196,321.6071839894196,23.299427315357057,13.305464569369317,439.9149343998189,44.8137022569352,306.7358276911101,0.6384169136873712,16.812075866593872,-0.002,331.2746939063989,11503.614436055614,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
40,13424.486720645227,10777.296512339832,878.0475872280098,374.11700324799654,2926.7649033157786,20.25377611636246,14.631210246559391,27.436786631787204,446.09484200391114,22.333124011516986,18.274939973840517,136.245665991256,36.76018389490649,426.5028344712807,0.5251129066018497,2.6590615729795175,-0.002,460.6230612289832,10777.296512339832,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
41,14205.07664048187,19073.072057745027,540.3929995998301,1082.121591055275,3664.8942925496904,14.256115626416197,17.35616181406298,18.52629104827521,163.9737490564052,18.0434707775435,23.696322436219504,156.63042116890625,39.327052751322015,421.54481231525136,0.4886476671519965,-45.86579707690332,-0.002,455.2683973004715,19073.072057745027,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
42,5801.442719221506,12383.403339068147,585.6867512287447,349.8218506063813,2249.1387254785964,12.422354122723256,14.4805292502499,13.215266246316121,167.65978084415187,27.394525326273993,25.437237993883336,432.10884407275415,37.990702202682115,324.9470548857056,0.5616206557337787,3.4795907754725874,-0.002,350.9428192765621,12383.403339068147,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
43,10807.184984962141,9224.78182961164,289.6607485518748,1083.3964462268602,3519.615655929687,16.082310394099476,27.411852871597112,18.97043582892889,141.66206654617605,14.982520646375189,18.4667018271097,161.85293478863838,47.988840448949176,371.4809815951134,0.2947915318240383,1.4080545726498528,-0.002,401.1994601227225,9224.78182961164,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
44,8612.769195681141,16722.75041805506,730.1245551101457,1002.9961238778471,4113.4853893943255,17.254081050861434,14.778282852418325,11.24369940271032,216.83037795122337,15.414609571949569,25.864656581244702,345.3895671010449,43.08209016531428,310.97132871321867,0.2920987820411515,-11.300549399184106,-0.002,335.84903501027617,16722.75041805506,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
45,13790.552902467898,16483.403657294424,437.1600627926996,443.17121447369993,3560.047833806935,14.02483390761168,24.363966184647055,18.49226894263001,494.4751822339989,16.854191206025565,28.534400163952075,175.96812248979413,36.85959409894937,364.605749046024,0.8640450565881516,-23.616037143367397,-0.002,393.77420896970597,16483.403657294424,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
46,10621.170261977835,8043.681608598633,842.8840797424699,805.4902750068123,2169.540666393019,23.82505638211553,24.537125962604776,22.025996934894383,487.36012037962377,20.959302833334583,26.717692215976953,259.34669101807896,49.97575299970711,420.0432127159296,0.8880185994576777,25.567188522377535,-0.002,453.646669733204,8043.681608598633,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
47,10086.161306131522,17542.87525683942,497.3650298126438,353.2533561398546,4330.955444832029,29.995271722404425,20.938233845251162,27.32033735548683,267.7802351677634,15.363763714814763,22.911196412089005,493.755193607572,45.314676402112724,363.9174749186064,0.42938171001881376,-43.272154915653296,-0.002,393.03087291209494,17542.87525683942,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
48,7975.322132025949,18126.069983810645,605.3810068960377,418.5838240325156,2685.8452467506845,29.870069009947407,18.09910796061833,19.270767794478644,238.1576639644345,18.89170380816723,23.750533126360203,412.4390411949375,43.99077254130499,427.80873041233906,0.5711769297080819,7.4763029870065125,-0.002,462.0334288453262,18126.069983810645,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
49,4088.7916756353784,10031.4417471472,748.2058416410051,789.3568793801846,3815.6693264586534,22.913386592635675,15.724510302793718,22.35385014591433,103.67596789753867,24.429058643635134,14.713489541052336,475.3228821831623,35.27680887292745,394.5952168215807,0.5480347990907853,39.62881017383975,-0.002,426.1628341673072,10031.4417471472,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
50,11559.07187266996,10304.654980112919,1171.8171915897433,639.2919473910356,3477.814802603457,20.745075120206344,23.716780093510696,29.941086525910446,352.60600165201436,22.103348577170802,29.578647504714976,345.7371611806942,33.00757777782541,422.54878208042777,0.8147956795617831,15.194624777279827,-0.002,456.35268464686203,10304.654980112919,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
51,16390.411701857294,12795.093585024533,934.0062764823306,835.9390337531889,3386.78976133293,11.835855787068725,15.69576674104988,22.17326254935372,185.66571362837254,28.228792329294087,10.750554556509684,219.2916267124039,31.53354539697923,361.70999552462325,0.13202849275594294,-19.6013171442032,-0.002,390.64679516659317,12795.093585024533,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
52,15551.404821711183,18455.536439178148,533.9984060066085,933.3464133494743,2917.8444156090345,21.278266215676027,23.277663027993604,10.592386420083114,357.9912170740617,29.97893849205973,16.317251194207657,421.41300445963617,38.13139069191655,327.45642481590147,0.4438786653588843,-5.282240692603459,-0.002,353.6529388011736,18455.536439178148,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
53,11737.183818308935,13883.99146859341,490.03953074475305,879.9520267334989,3627.666617715498,16.101303264925107,25.50310136944981,19.945394170952234,208.3582628574747,15.359062055668044,26.746001825106433,332.9362238693586,46.51169254489629,340.89657405491783,0.2119249511661553,38.60009122414567,-0.002,368.1682999793113,13883.99146859341,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
54,17648.623776385713,10694.18325206061,918.7774649149615,996.9728474361466,3005.945311313946,12.191714505024924,20.321071937824538,25.370017627111494,258.6229563206565,17.73086401464247,13.920761193817889,463.3729434520779,32.24970095049021,370.90520391488155,0.3989771192919067,12.123172850183153,-0.002,400.5776202280721,10694.18325206061,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
55,7288.237858691779,16554.140652681643,853.4760712722837,997.0187458440754,3141.6660753915535,18.761573137164802,22.064312899441965,24.69548411306186,417.4964064654415,27.46357577491702,29.58714422122973,461.2706389497568,27.212516073067373,307.2703155512377,0.33014836611887677,27.90021830353433,-0.002,331.8519407953367,16554.140652681643,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
56,9848.834599143935,17717.274187911917,825.758344554676,945.0694671483145,4947.959377103132,24.179107760580422,17.76843991336657,23.642537845714674,407.5533458762539,17.592853369404825,19.32955203403621,499.95678231904253,26.142882183188668,312.03425331878,0.6526432170918537,-3.8881323587021583,-0.002,336.9969935842824,17717.274187911917,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12
